exercise,videoName,frame,good/bad,feedback
deadlift,deadlift_25.mp4,894,good,None
deadlift,deadlift_25.mp4,897,good,None
deadlift,deadlift_25.mp4,900,good,None
deadlift,deadlift_25.mp4,903,good,None
deadlift,deadlift_25.mp4,906,good,None
deadlift,deadlift_25.mp4,909,good,None
deadlift,deadlift_25.mp4,912,good,None
deadlift,deadlift_25.mp4,915,good,None
deadlift,deadlift_25.mp4,918,good,None
deadlift,deadlift_25.mp4,921,good,None
deadlift,deadlift_25.mp4,924,good,None
deadlift,deadlift_25.mp4,927,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_25.mp4,930,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_25.mp4,933,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_25.mp4,936,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_26.mp4,3,good,None
deadlift,deadlift_26.mp4,6,bad,[RIGHT] Hips flexed too much (sitting back?). | [RIGHT] Hips too low! Don't squat the deadlift. | [RIGHT] Keep neck neutral with spine.
deadlift,deadlift_26.mp4,9,bad,[RIGHT] Hips flexed too much (sitting back?). | [RIGHT] Hips too low! Don't squat the deadlift. | [RIGHT] Keep neck neutral with spine. | [RIGHT] Bend knees less.
deadlift,deadlift_26.mp4,12,bad,[RIGHT] Hips flexed too much (sitting back?). | [RIGHT] Hips too low! Don't squat the deadlift. | [RIGHT] Keep neck neutral with spine. | [RIGHT] Bend knees less.
deadlift,deadlift_26.mp4,15,bad,[RIGHT] Hips flexed too much (sitting back?). | [RIGHT] Hips too low! Don't squat the deadlift. | [RIGHT] Keep neck neutral with spine. | [RIGHT] Bend knees less.
deadlift,deadlift_26.mp4,18,bad,[RIGHT] Hips flexed too much (sitting back?). | [RIGHT] Hips too low! Don't squat the deadlift. | [RIGHT] Keep neck neutral with spine. | [RIGHT] Bend knees less.
deadlift,deadlift_26.mp4,21,bad,[RIGHT] Hips flexed too much (sitting back?). | [RIGHT] Hips too low! Don't squat the deadlift. | [RIGHT] Keep neck neutral with spine. | [RIGHT] Bend knees less.
deadlift,deadlift_26.mp4,24,bad,[RIGHT] Hips flexed too much (sitting back?). | [RIGHT] Hips too low! Don't squat the deadlift. | [RIGHT] Keep neck neutral with spine. | [RIGHT] Bend knees less.
deadlift,deadlift_26.mp4,27,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_26.mp4,30,good,None
deadlift,deadlift_26.mp4,33,good,None
deadlift,deadlift_26.mp4,36,good,None
deadlift,deadlift_26.mp4,39,good,None
deadlift,deadlift_26.mp4,42,good,None
deadlift,deadlift_26.mp4,45,good,None
deadlift,deadlift_26.mp4,48,good,None
deadlift,deadlift_26.mp4,51,good,None
deadlift,deadlift_26.mp4,54,good,None
deadlift,deadlift_26.mp4,57,good,None
deadlift,deadlift_26.mp4,60,good,None
deadlift,deadlift_26.mp4,63,good,None
deadlift,deadlift_26.mp4,66,good,None
deadlift,deadlift_26.mp4,69,good,None
deadlift,deadlift_26.mp4,72,good,None
deadlift,deadlift_26.mp4,75,good,None
deadlift,deadlift_26.mp4,78,good,None
deadlift,deadlift_26.mp4,81,good,None
deadlift,deadlift_26.mp4,84,good,None
deadlift,deadlift_26.mp4,87,good,None
deadlift,deadlift_26.mp4,90,good,None
deadlift,deadlift_26.mp4,93,good,None
deadlift,deadlift_26.mp4,96,good,None
deadlift,deadlift_26.mp4,99,good,None
deadlift,deadlift_26.mp4,102,good,None
deadlift,deadlift_26.mp4,105,good,None
deadlift,deadlift_26.mp4,108,good,None
deadlift,deadlift_26.mp4,111,good,None
deadlift,deadlift_26.mp4,114,bad,[LEFT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_26.mp4,117,bad,[LEFT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_26.mp4,120,bad,[LEFT] Hips too low! Don't squat the deadlift. | [LEFT] Bend knees less.
deadlift,deadlift_26.mp4,123,bad,[LEFT] Hips too low! Don't squat the deadlift. | [LEFT] Bend knees less.
deadlift,deadlift_26.mp4,126,bad,[LEFT] Hips too low! Don't squat the deadlift. | [LEFT] Bend knees less.
deadlift,deadlift_26.mp4,129,bad,[LEFT] Hips too low! Don't squat the deadlift. | [LEFT] Bend knees less.
deadlift,deadlift_26.mp4,132,bad,[LEFT] Bend knees less.
deadlift,deadlift_26.mp4,135,good,None
deadlift,deadlift_26.mp4,138,good,None
deadlift,deadlift_26.mp4,141,good,None
deadlift,deadlift_26.mp4,144,good,None
deadlift,deadlift_26.mp4,147,good,None
deadlift,deadlift_26.mp4,150,good,None
deadlift,deadlift_26.mp4,153,good,None
deadlift,deadlift_26.mp4,156,good,None
deadlift,deadlift_26.mp4,159,good,None
deadlift,deadlift_26.mp4,162,good,None
deadlift,deadlift_26.mp4,165,good,None
deadlift,deadlift_26.mp4,168,good,None
deadlift,deadlift_26.mp4,171,good,None
deadlift,deadlift_26.mp4,174,good,None
deadlift,deadlift_26.mp4,177,good,None
deadlift,deadlift_26.mp4,180,good,None
deadlift,deadlift_27.mp4,3,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_27.mp4,6,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_27.mp4,9,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_27.mp4,12,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_27.mp4,15,good,None
deadlift,deadlift_27.mp4,18,good,None
deadlift,deadlift_27.mp4,21,good,None
deadlift,deadlift_27.mp4,24,good,None
deadlift,deadlift_27.mp4,27,good,None
deadlift,deadlift_27.mp4,30,good,None
deadlift,deadlift_27.mp4,33,good,None
deadlift,deadlift_27.mp4,36,good,None
deadlift,deadlift_27.mp4,39,good,None
deadlift,deadlift_27.mp4,42,good,None
deadlift,deadlift_27.mp4,45,good,None
deadlift,deadlift_27.mp4,48,good,None
deadlift,deadlift_27.mp4,51,good,None
deadlift,deadlift_27.mp4,54,good,None
deadlift,deadlift_27.mp4,57,good,None
deadlift,deadlift_27.mp4,60,good,None
deadlift,deadlift_27.mp4,63,good,None
deadlift,deadlift_27.mp4,66,good,None
deadlift,deadlift_27.mp4,69,good,None
deadlift,deadlift_27.mp4,72,good,None
deadlift,deadlift_27.mp4,75,good,None
deadlift,deadlift_27.mp4,78,good,None
deadlift,deadlift_27.mp4,81,good,None
deadlift,deadlift_27.mp4,84,good,None
deadlift,deadlift_27.mp4,87,good,None
deadlift,deadlift_27.mp4,90,good,None
deadlift,deadlift_27.mp4,93,good,None
deadlift,deadlift_27.mp4,96,good,None
deadlift,deadlift_27.mp4,99,good,None
deadlift,deadlift_27.mp4,102,good,None
deadlift,deadlift_27.mp4,105,good,None
deadlift,deadlift_27.mp4,108,good,None
deadlift,deadlift_27.mp4,111,good,None
deadlift,deadlift_27.mp4,114,good,None
deadlift,deadlift_27.mp4,117,good,None
deadlift,deadlift_27.mp4,120,good,None
deadlift,deadlift_27.mp4,123,good,None
deadlift,deadlift_27.mp4,126,good,None
deadlift,deadlift_27.mp4,129,good,None
deadlift,deadlift_27.mp4,132,good,None
deadlift,deadlift_27.mp4,135,good,None
deadlift,deadlift_27.mp4,138,good,None
deadlift,deadlift_27.mp4,141,good,None
deadlift,deadlift_27.mp4,144,good,None
deadlift,deadlift_27.mp4,147,good,None
deadlift,deadlift_27.mp4,150,good,None
deadlift,deadlift_27.mp4,153,good,None
deadlift,deadlift_27.mp4,156,good,None
deadlift,deadlift_27.mp4,159,good,None
deadlift,deadlift_27.mp4,162,good,None
deadlift,deadlift_27.mp4,165,good,None
deadlift,deadlift_28.mp4,3,good,None
deadlift,deadlift_28.mp4,6,good,None
deadlift,deadlift_28.mp4,9,good,None
deadlift,deadlift_28.mp4,12,good,None
deadlift,deadlift_28.mp4,15,good,None
deadlift,deadlift_28.mp4,18,good,None
deadlift,deadlift_28.mp4,21,good,None
deadlift,deadlift_28.mp4,24,good,None
deadlift,deadlift_28.mp4,27,good,None
deadlift,deadlift_28.mp4,30,good,None
deadlift,deadlift_28.mp4,33,good,None
deadlift,deadlift_28.mp4,36,good,None
deadlift,deadlift_28.mp4,39,good,None
deadlift,deadlift_28.mp4,42,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_28.mp4,45,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_28.mp4,48,good,None
deadlift,deadlift_28.mp4,51,good,None
deadlift,deadlift_28.mp4,54,good,None
deadlift,deadlift_28.mp4,57,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_28.mp4,60,good,None
deadlift,deadlift_28.mp4,63,good,None
deadlift,deadlift_28.mp4,66,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_28.mp4,69,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_28.mp4,72,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_28.mp4,75,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_28.mp4,78,good,None
deadlift,deadlift_28.mp4,81,good,None
deadlift,deadlift_28.mp4,84,good,None
deadlift,deadlift_28.mp4,87,good,None
deadlift,deadlift_28.mp4,90,good,None
deadlift,deadlift_28.mp4,93,good,None
deadlift,deadlift_28.mp4,96,good,None
deadlift,deadlift_28.mp4,99,good,None
deadlift,deadlift_28.mp4,102,good,None
deadlift,deadlift_28.mp4,105,good,None
deadlift,deadlift_28.mp4,108,good,None
deadlift,deadlift_28.mp4,111,good,None
deadlift,deadlift_28.mp4,114,good,None
deadlift,deadlift_28.mp4,117,good,None
deadlift,deadlift_28.mp4,120,good,None
deadlift,deadlift_28.mp4,123,good,None
deadlift,deadlift_28.mp4,126,good,None
deadlift,deadlift_28.mp4,129,good,None
deadlift,deadlift_28.mp4,132,good,None
deadlift,deadlift_28.mp4,135,good,None
deadlift,deadlift_28.mp4,138,good,None
deadlift,deadlift_28.mp4,141,good,None
deadlift,deadlift_28.mp4,144,good,None
deadlift,deadlift_28.mp4,147,good,None
deadlift,deadlift_28.mp4,150,good,None
deadlift,deadlift_28.mp4,153,good,None
deadlift,deadlift_28.mp4,156,good,None
deadlift,deadlift_28.mp4,159,good,None
deadlift,deadlift_28.mp4,162,good,None
deadlift,deadlift_28.mp4,165,good,None
deadlift,deadlift_28.mp4,168,good,None
deadlift,deadlift_28.mp4,171,good,None
deadlift,deadlift_28.mp4,174,good,None
deadlift,deadlift_28.mp4,177,good,None
deadlift,deadlift_28.mp4,180,good,None
deadlift,deadlift_28.mp4,183,good,None
deadlift,deadlift_28.mp4,186,good,None
deadlift,deadlift_28.mp4,189,good,None
deadlift,deadlift_28.mp4,192,good,None
deadlift,deadlift_29.mp4,3,good,None
deadlift,deadlift_29.mp4,6,good,None
deadlift,deadlift_29.mp4,9,good,None
deadlift,deadlift_29.mp4,12,good,None
deadlift,deadlift_29.mp4,15,good,None
deadlift,deadlift_29.mp4,18,good,None
deadlift,deadlift_29.mp4,21,good,None
deadlift,deadlift_29.mp4,24,good,None
deadlift,deadlift_29.mp4,27,good,None
deadlift,deadlift_29.mp4,30,good,None
deadlift,deadlift_29.mp4,33,good,None
deadlift,deadlift_29.mp4,36,good,None
deadlift,deadlift_29.mp4,39,good,None
deadlift,deadlift_29.mp4,42,good,None
deadlift,deadlift_29.mp4,45,bad,[LEFT] Bend knees less.
deadlift,deadlift_29.mp4,48,good,None
deadlift,deadlift_29.mp4,51,good,None
deadlift,deadlift_29.mp4,54,good,None
deadlift,deadlift_29.mp4,57,good,None
deadlift,deadlift_29.mp4,60,good,None
deadlift,deadlift_29.mp4,63,good,None
deadlift,deadlift_29.mp4,66,good,None
deadlift,deadlift_29.mp4,69,good,None
deadlift,deadlift_29.mp4,72,good,None
deadlift,deadlift_29.mp4,75,good,None
deadlift,deadlift_29.mp4,78,good,None
deadlift,deadlift_29.mp4,81,good,None
deadlift,deadlift_29.mp4,84,good,None
deadlift,deadlift_29.mp4,87,good,None
deadlift,deadlift_29.mp4,90,good,None
deadlift,deadlift_29.mp4,93,good,None
deadlift,deadlift_29.mp4,96,good,None
deadlift,deadlift_29.mp4,99,good,None
deadlift,deadlift_29.mp4,102,good,None
deadlift,deadlift_3.mp4,3,good,None
deadlift,deadlift_3.mp4,6,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_3.mp4,9,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_3.mp4,12,good,None
deadlift,deadlift_3.mp4,15,good,None
deadlift,deadlift_3.mp4,18,good,None
deadlift,deadlift_3.mp4,21,good,None
deadlift,deadlift_3.mp4,24,good,None
deadlift,deadlift_3.mp4,27,good,None
deadlift,deadlift_3.mp4,30,good,None
deadlift,deadlift_3.mp4,33,good,None
deadlift,deadlift_3.mp4,36,good,None
deadlift,deadlift_3.mp4,39,good,None
deadlift,deadlift_3.mp4,42,good,None
deadlift,deadlift_3.mp4,45,good,None
deadlift,deadlift_3.mp4,48,good,None
deadlift,deadlift_3.mp4,51,good,None
deadlift,deadlift_3.mp4,54,good,None
deadlift,deadlift_3.mp4,57,good,None
deadlift,deadlift_3.mp4,60,good,None
deadlift,deadlift_3.mp4,63,good,None
deadlift,deadlift_3.mp4,66,good,None
deadlift,deadlift_3.mp4,69,good,None
deadlift,deadlift_3.mp4,72,good,None
deadlift,deadlift_3.mp4,75,good,None
deadlift,deadlift_3.mp4,78,good,None
deadlift,deadlift_3.mp4,81,good,None
deadlift,deadlift_3.mp4,84,good,None
deadlift,deadlift_3.mp4,87,good,None
deadlift,deadlift_3.mp4,90,good,None
deadlift,deadlift_3.mp4,93,good,None
deadlift,deadlift_3.mp4,96,good,None
deadlift,deadlift_3.mp4,99,good,None
deadlift,deadlift_3.mp4,102,good,None
deadlift,deadlift_3.mp4,105,good,None
deadlift,deadlift_3.mp4,108,good,None
deadlift,deadlift_3.mp4,111,good,None
deadlift,deadlift_3.mp4,114,good,None
deadlift,deadlift_3.mp4,117,good,None
deadlift,deadlift_3.mp4,120,good,None
deadlift,deadlift_3.mp4,123,good,None
deadlift,deadlift_3.mp4,126,good,None
deadlift,deadlift_3.mp4,129,good,None
deadlift,deadlift_3.mp4,132,good,None
deadlift,deadlift_3.mp4,135,bad,[RIGHT] Bend knees less.
deadlift,deadlift_3.mp4,138,bad,[RIGHT] Bend knees less.
deadlift,deadlift_3.mp4,141,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_3.mp4,144,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_3.mp4,147,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_3.mp4,150,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_30.mp4,3,good,None
deadlift,deadlift_30.mp4,6,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_30.mp4,9,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_30.mp4,12,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_30.mp4,15,good,None
deadlift,deadlift_30.mp4,18,good,None
deadlift,deadlift_30.mp4,21,good,None
deadlift,deadlift_30.mp4,24,good,None
deadlift,deadlift_30.mp4,27,good,None
deadlift,deadlift_30.mp4,30,good,None
deadlift,deadlift_30.mp4,33,good,None
deadlift,deadlift_30.mp4,36,good,None
deadlift,deadlift_30.mp4,39,good,None
deadlift,deadlift_30.mp4,42,good,None
deadlift,deadlift_30.mp4,45,good,None
deadlift,deadlift_30.mp4,48,good,None
deadlift,deadlift_30.mp4,51,good,None
deadlift,deadlift_30.mp4,54,good,None
deadlift,deadlift_30.mp4,57,good,None
deadlift,deadlift_30.mp4,60,good,None
deadlift,deadlift_30.mp4,63,good,None
deadlift,deadlift_30.mp4,66,good,None
deadlift,deadlift_30.mp4,69,good,None
deadlift,deadlift_30.mp4,72,good,None
deadlift,deadlift_30.mp4,75,good,None
deadlift,deadlift_30.mp4,78,good,None
deadlift,deadlift_30.mp4,81,good,None
deadlift,deadlift_30.mp4,84,good,None
deadlift,deadlift_30.mp4,87,good,None
deadlift,deadlift_30.mp4,90,good,None
deadlift,deadlift_30.mp4,93,good,None
deadlift,deadlift_30.mp4,96,good,None
deadlift,deadlift_30.mp4,99,good,None
deadlift,deadlift_30.mp4,102,good,None
deadlift,deadlift_30.mp4,105,good,None
deadlift,deadlift_30.mp4,108,good,None
deadlift,deadlift_30.mp4,111,good,None
deadlift,deadlift_30.mp4,114,good,None
deadlift,deadlift_30.mp4,117,good,None
deadlift,deadlift_30.mp4,120,good,None
deadlift,deadlift_30.mp4,123,good,None
deadlift,deadlift_30.mp4,126,good,None
deadlift,deadlift_30.mp4,129,good,None
deadlift,deadlift_30.mp4,132,good,None
deadlift,deadlift_30.mp4,135,good,None
deadlift,deadlift_30.mp4,138,good,None
deadlift,deadlift_30.mp4,141,good,None
deadlift,deadlift_30.mp4,144,good,None
deadlift,deadlift_30.mp4,147,good,None
deadlift,deadlift_30.mp4,150,good,None
deadlift,deadlift_30.mp4,153,good,None
deadlift,deadlift_30.mp4,156,good,None
deadlift,deadlift_30.mp4,159,good,None
deadlift,deadlift_30.mp4,162,good,None
deadlift,deadlift_30.mp4,165,good,None
deadlift,deadlift_30.mp4,168,good,None
deadlift,deadlift_30.mp4,171,good,None
deadlift,deadlift_30.mp4,174,good,None
deadlift,deadlift_30.mp4,177,good,None
deadlift,deadlift_30.mp4,180,good,None
deadlift,deadlift_30.mp4,183,good,None
deadlift,deadlift_31.mp4,3,good,None
deadlift,deadlift_31.mp4,6,good,None
deadlift,deadlift_31.mp4,9,good,None
deadlift,deadlift_31.mp4,12,good,None
deadlift,deadlift_31.mp4,15,good,None
deadlift,deadlift_31.mp4,18,good,None
deadlift,deadlift_31.mp4,21,good,None
deadlift,deadlift_31.mp4,24,good,None
deadlift,deadlift_31.mp4,27,good,None
deadlift,deadlift_31.mp4,30,good,None
deadlift,deadlift_31.mp4,33,good,None
deadlift,deadlift_31.mp4,36,good,None
deadlift,deadlift_31.mp4,39,good,None
deadlift,deadlift_31.mp4,42,good,None
deadlift,deadlift_31.mp4,45,good,None
deadlift,deadlift_31.mp4,48,good,None
deadlift,deadlift_31.mp4,51,good,None
deadlift,deadlift_31.mp4,54,good,None
deadlift,deadlift_31.mp4,57,good,None
deadlift,deadlift_31.mp4,60,good,None
deadlift,deadlift_31.mp4,63,good,None
deadlift,deadlift_31.mp4,66,good,None
deadlift,deadlift_31.mp4,69,good,None
deadlift,deadlift_31.mp4,72,good,None
deadlift,deadlift_31.mp4,75,good,None
deadlift,deadlift_31.mp4,78,good,None
deadlift,deadlift_31.mp4,81,good,None
deadlift,deadlift_31.mp4,84,good,None
deadlift,deadlift_31.mp4,87,good,None
deadlift,deadlift_31.mp4,90,good,None
deadlift,deadlift_31.mp4,93,good,None
deadlift,deadlift_31.mp4,96,good,None
deadlift,deadlift_31.mp4,99,good,None
deadlift,deadlift_31.mp4,102,good,None
deadlift,deadlift_31.mp4,105,good,None
deadlift,deadlift_31.mp4,108,good,None
deadlift,deadlift_31.mp4,111,good,None
deadlift,deadlift_31.mp4,114,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_31.mp4,117,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_31.mp4,120,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_31.mp4,123,good,None
deadlift,deadlift_31.mp4,126,good,None
deadlift,deadlift_31.mp4,129,good,None
deadlift,deadlift_31.mp4,132,good,None
deadlift,deadlift_31.mp4,135,good,None
deadlift,deadlift_31.mp4,138,good,None
deadlift,deadlift_31.mp4,141,good,None
deadlift,deadlift_31.mp4,144,good,None
deadlift,deadlift_32.mp4,3,bad,[LEFT] Keep neck neutral with spine. | [RIGHT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,6,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,9,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,12,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,15,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,18,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,21,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,24,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,27,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,30,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,33,bad,[LEFT] Keep neck neutral with spine.
deadlift,deadlift_32.mp4,36,good,None
deadlift,deadlift_32.mp4,39,good,None
deadlift,deadlift_32.mp4,42,good,None
deadlift,deadlift_32.mp4,45,good,None
deadlift,deadlift_32.mp4,48,good,None
deadlift,deadlift_32.mp4,51,good,None
deadlift,deadlift_32.mp4,54,good,None
deadlift,deadlift_32.mp4,57,good,None
deadlift,deadlift_32.mp4,60,good,None
deadlift,deadlift_32.mp4,63,good,None
deadlift,deadlift_32.mp4,66,good,None
deadlift,deadlift_32.mp4,69,good,None
deadlift,deadlift_32.mp4,72,good,None
deadlift,deadlift_32.mp4,75,good,None
deadlift,deadlift_32.mp4,78,good,None
deadlift,deadlift_32.mp4,81,good,None
deadlift,deadlift_32.mp4,84,good,None
deadlift,deadlift_32.mp4,87,good,None
deadlift,deadlift_32.mp4,90,good,None
deadlift,deadlift_32.mp4,93,good,None
deadlift,deadlift_32.mp4,96,good,None
deadlift,deadlift_32.mp4,99,good,None
deadlift,deadlift_32.mp4,102,good,None
deadlift,deadlift_32.mp4,105,good,None
deadlift,deadlift_4.mp4,3,good,None
deadlift,deadlift_4.mp4,6,good,None
deadlift,deadlift_4.mp4,9,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_4.mp4,12,good,None
deadlift,deadlift_4.mp4,15,good,None
deadlift,deadlift_4.mp4,18,good,None
deadlift,deadlift_4.mp4,21,good,None
deadlift,deadlift_4.mp4,24,good,None
deadlift,deadlift_4.mp4,27,good,None
deadlift,deadlift_4.mp4,30,good,None
deadlift,deadlift_4.mp4,33,good,None
deadlift,deadlift_4.mp4,36,good,None
deadlift,deadlift_4.mp4,39,good,None
deadlift,deadlift_4.mp4,42,good,None
deadlift,deadlift_4.mp4,45,good,None
deadlift,deadlift_4.mp4,48,good,None
deadlift,deadlift_4.mp4,51,good,None
deadlift,deadlift_4.mp4,54,good,None
deadlift,deadlift_4.mp4,57,good,None
deadlift,deadlift_4.mp4,60,good,None
deadlift,deadlift_4.mp4,63,good,None
deadlift,deadlift_4.mp4,66,good,None
deadlift,deadlift_4.mp4,69,good,None
deadlift,deadlift_4.mp4,72,good,None
deadlift,deadlift_4.mp4,75,good,None
deadlift,deadlift_4.mp4,78,good,None
deadlift,deadlift_4.mp4,81,good,None
deadlift,deadlift_4.mp4,84,good,None
deadlift,deadlift_4.mp4,87,good,None
deadlift,deadlift_4.mp4,90,good,None
deadlift,deadlift_4.mp4,93,good,None
deadlift,deadlift_4.mp4,96,good,None
deadlift,deadlift_4.mp4,99,good,None
deadlift,deadlift_4.mp4,102,good,None
deadlift,deadlift_4.mp4,105,good,None
deadlift,deadlift_4.mp4,108,good,None
deadlift,deadlift_4.mp4,111,good,None
deadlift,deadlift_4.mp4,114,good,None
deadlift,deadlift_4.mp4,117,good,None
deadlift,deadlift_4.mp4,120,good,None
deadlift,deadlift_4.mp4,123,good,None
deadlift,deadlift_4.mp4,126,good,None
deadlift,deadlift_4.mp4,129,good,None
deadlift,deadlift_4.mp4,132,good,None
deadlift,deadlift_4.mp4,135,good,None
deadlift,deadlift_4.mp4,138,good,None
deadlift,deadlift_4.mp4,141,good,None
deadlift,deadlift_4.mp4,144,good,None
deadlift,deadlift_4.mp4,147,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_4.mp4,150,good,None
deadlift,deadlift_5.mp4,3,good,None
deadlift,deadlift_5.mp4,6,good,None
deadlift,deadlift_5.mp4,9,bad,[RIGHT] Bend knees less.
deadlift,deadlift_5.mp4,12,bad,[RIGHT] Bend knees less.
deadlift,deadlift_5.mp4,15,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_5.mp4,18,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_5.mp4,21,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_5.mp4,24,good,None
deadlift,deadlift_5.mp4,27,good,None
deadlift,deadlift_5.mp4,30,good,None
deadlift,deadlift_5.mp4,33,good,None
deadlift,deadlift_5.mp4,36,good,None
deadlift,deadlift_5.mp4,39,good,None
deadlift,deadlift_5.mp4,42,good,None
deadlift,deadlift_5.mp4,45,good,None
deadlift,deadlift_5.mp4,48,good,None
deadlift,deadlift_5.mp4,51,good,None
deadlift,deadlift_5.mp4,54,good,None
deadlift,deadlift_5.mp4,57,good,None
deadlift,deadlift_5.mp4,60,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_5.mp4,63,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_5.mp4,66,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_5.mp4,69,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_5.mp4,72,bad,[RIGHT] Hips too low! Don't squat the deadlift.
deadlift,deadlift_5.mp4,75,good,None
deadlift,deadlift_5.mp4,78,good,None
deadlift,deadlift_5.mp4,81,good,None
deadlift,deadlift_5.mp4,84,good,None
deadlift,deadlift_5.mp4,87,good,None
deadlift,deadlift_5.mp4,90,good,None
deadlift,deadlift_5.mp4,93,good,None
deadlift,deadlift_5.mp4,96,good,None
deadlift,deadlift_5.mp4,99,good,None
deadlift,deadlift_5.mp4,102,good,None
deadlift,deadlift_5.mp4,105,good,None
deadlift,deadlift_5.mp4,108,good,None
deadlift,deadlift_5.mp4,111,good,None
deadlift,deadlift_5.mp4,114,good,None
deadlift,deadlift_5.mp4,117,good,None
deadlift,deadlift_5.mp4,120,good,None
deadlift,deadlift_5.mp4,123,good,None
deadlift,deadlift_5.mp4,126,good,None
deadlift,deadlift_5.mp4,129,good,None
deadlift,deadlift_5.mp4,132,good,None
deadlift,deadlift_5.mp4,135,good,None
deadlift,deadlift_5.mp4,138,good,None
deadlift,deadlift_5.mp4,141,good,None
deadlift,deadlift_5.mp4,144,good,None
deadlift,deadlift_5.mp4,147,good,None
deadlift,deadlift_5.mp4,150,good,None
deadlift,deadlift_6.mp4,3,good,None
deadlift,deadlift_6.mp4,6,good,None
deadlift,deadlift_6.mp4,9,good,None
deadlift,deadlift_6.mp4,12,good,None
deadlift,deadlift_6.mp4,15,good,None
deadlift,deadlift_6.mp4,18,good,None
deadlift,deadlift_6.mp4,21,good,None
deadlift,deadlift_6.mp4,24,good,None
deadlift,deadlift_6.mp4,27,good,None
deadlift,deadlift_6.mp4,30,good,None
deadlift,deadlift_6.mp4,33,good,None
deadlift,deadlift_6.mp4,36,good,None
deadlift,deadlift_6.mp4,39,good,None
deadlift,deadlift_6.mp4,42,good,None
deadlift,deadlift_6.mp4,45,good,None
deadlift,deadlift_6.mp4,48,good,None
deadlift,deadlift_6.mp4,51,good,None
deadlift,deadlift_6.mp4,54,good,None
deadlift,deadlift_6.mp4,57,good,None
deadlift,deadlift_6.mp4,60,good,None
deadlift,deadlift_6.mp4,63,good,None
deadlift,deadlift_6.mp4,66,good,None
deadlift,deadlift_6.mp4,69,good,None
deadlift,deadlift_6.mp4,72,good,None
deadlift,deadlift_6.mp4,75,good,None
deadlift,deadlift_6.mp4,78,bad,[RIGHT] Keep neck neutral with spine.
deadlift,deadlift_6.mp4,81,bad,[RIGHT] Keep neck neutral with spine.
